"itemOptionID","itemOptionSortOrder","itemOptionItem","itemOptionSlot","itemOptionEnchantment","createBy","createTime","updateBy","updateTime"
12280,192,"Trinket","Prefix","Spell Lore (Sonic)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12290,192,"Trinket","Prefix","Spell Lore (Void Lore)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12300,192,"Trinket","Prefix","Spell Power (Combustion)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12310,192,"Trinket","Prefix","Spell Power (Corrosion)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12320,192,"Trinket","Prefix","Spell Power (Devotion)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12330,192,"Trinket","Prefix","Spell Power (Glaciation)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12340,192,"Trinket","Prefix","Spell Power (Impulse)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12350,192,"Trinket","Prefix","Spell Power (Magnetism)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12360,192,"Trinket","Prefix","Spell Power (Nullification)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12370,192,"Trinket","Prefix","Spell Power (Radiance)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12380,192,"Trinket","Prefix","Spell Power (Reconstruction)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12390,192,"Trinket","Prefix","Spell Power (Resonance)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12400,192,"Trinket","Prefix","Spell Focus (Abjuration)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12410,192,"Trinket","Prefix","Spell Focus (Conjuration)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12420,192,"Trinket","Prefix","Spell Focus (Divination)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12430,192,"Trinket","Prefix","Spell Focus (Enchantment)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12440,192,"Trinket","Prefix","Spell Focus (Evocation)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12450,192,"Trinket","Prefix","Spell Focus (Illusion)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12460,192,"Trinket","Prefix","Spell Focus (Necromancy)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12470,192,"Trinket","Prefix","Spell Focus (Transmutation)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12480,192,"Trinket","Prefix","Feather Fall",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12490,192,"Trinket","Prefix","Underwater Action",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12500,192,"Trinket","Prefix","Lesser Arcane Spell Dexterity",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12510,192,"Trinket","Prefix","Wizardry",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12520,192,"Trinket","Prefix","Illusion Resistance",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12530,192,"Trinket","Prefix","Spell Resistance",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12540,192,"Trinket","Prefix","Diversion",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12550,192,"Trinket","Prefix","Incite",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12560,192,"Trinket","Prefix","Silver Flame",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12570,192,"Trinket","Prefix","Sacred",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12580,192,"Trinket","Suffix","Ability (Charisma)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12590,192,"Trinket","Suffix","Ability (Constitution)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12600,192,"Trinket","Suffix","Ability (Dexterity)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12610,192,"Trinket","Suffix","Ability (Intelligence)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12620,192,"Trinket","Suffix","Ability (Strength)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12630,192,"Trinket","Suffix","Ability (Wisdom)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12640,192,"Trinket","Suffix","Sheltering",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12650,192,"Trinket","Suffix","Absorption (Acid)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12660,192,"Trinket","Suffix","Absorption (Cold)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12670,192,"Trinket","Suffix","Absorption (Electricity)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12680,192,"Trinket","Suffix","Absorption (Fire)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12690,192,"Trinket","Suffix","Absorption (Sonic)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12700,192,"Trinket","Suffix","Protection",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12710,192,"Trinket","Suffix","Dodge",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12720,192,"Trinket","Suffix","Parrying",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12730,192,"Trinket","Suffix","Natural Armor",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12740,192,"Trinket","Suffix","Assassinate",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12750,192,"Trinket","Suffix","Melee Alacrity",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12760,192,"Trinket","Suffix","Ranged Alacrity",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12770,192,"Trinket","Suffix","Combat Mastery",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12780,192,"Trinket","Suffix","Sunder",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12790,192,"Trinket","Suffix","Stunning",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12800,192,"Trinket","Suffix","Tendon Slice",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12810,192,"Trinket","Suffix","Trip",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12820,192,"Trinket","Suffix","Deadly",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12830,192,"Trinket","Suffix","Resist (Acid)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12840,192,"Trinket","Suffix","Resist (Cold)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12850,192,"Trinket","Suffix","Resist (Electric)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12860,192,"Trinket","Suffix","Resist (Fire)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12870,192,"Trinket","Suffix","Resist (Light)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12880,192,"Trinket","Suffix","Resist (Negative)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12890,192,"Trinket","Suffix","Resist (Poison)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12900,192,"Trinket","Suffix","Resist (Sonic)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12910,192,"Trinket","Suffix","Armor-Piercing",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12920,192,"Trinket","Suffix","Spell Penetration",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12930,192,"Trinket","Suffix","Guard (Acid)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12940,192,"Trinket","Suffix","Guard (Fire)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12950,192,"Trinket","Suffix","Guard (Ice)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12960,192,"Trinket","Suffix","Guard (Lightning)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12970,192,"Trinket","Suffix","Guard (Sonic)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12980,192,"Trinket","Suffix","Accuracy",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
12990,192,"Trinket","Suffix","False Life",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13000,192,"Trinket","Suffix","Fortification",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13010,192,"Trinket","Suffix","Shield Bashing",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13020,192,"Trinket","Suffix","Regeneration",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13030,192,"Trinket","Suffix","Resistance",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13040,192,"Trinket","Suffix","Skill (Balance)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13050,192,"Trinket","Suffix","Skill (Bluff)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13060,192,"Trinket","Suffix","Skill (Diplomacy)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13070,192,"Trinket","Suffix","Skill (Heal)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13080,192,"Trinket","Suffix","Skill (Intimidate)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13090,192,"Trinket","Suffix","Skill (Jump)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13100,192,"Trinket","Suffix","Skill (Move Silently)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13110,192,"Trinket","Suffix","Skill (Open Lock)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13120,192,"Trinket","Suffix","Skill (Repair)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13130,192,"Trinket","Suffix","Skill (Search)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13140,192,"Trinket","Suffix","Spellsight",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13150,192,"Trinket","Suffix","Skill (Spot)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13160,192,"Trinket","Suffix","Skill (Swim)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13170,192,"Trinket","Suffix","Skill (Tumble)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13180,192,"Trinket","Suffix","Spell Lore (Universal)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13190,192,"Trinket","Suffix","Spell Power (Combustion)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13200,192,"Trinket","Suffix","Spell Power (Corrosion)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13210,192,"Trinket","Suffix","Spell Power (Devotion)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13220,192,"Trinket","Suffix","Spell Power (Glaciation)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13230,192,"Trinket","Suffix","Spell Power (Impulse)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13240,192,"Trinket","Suffix","Spell Power (Magnetism)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13250,192,"Trinket","Suffix","Spell Power (Nullification)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13260,192,"Trinket","Suffix","Spell Power (Radiance)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13270,192,"Trinket","Suffix","Spell Power (Reconstruction)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13280,192,"Trinket","Suffix","Spell Power (Resonance)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13290,192,"Trinket","Suffix","Spell Focus Mastery",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13300,192,"Trinket","Suffix","True Sight",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13310,192,"Trinket","Suffix","Wizardry",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13320,192,"Trinket","Suffix","Healing Amplification",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13330,192,"Trinket","Suffix","Negative Amplification",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13340,192,"Trinket","Suffix","Repair Amplification",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13350,192,"Trinket","Suffix","Potency",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13360,192,"Trinket","Suffix","Diversion",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13370,192,"Trinket","Suffix","Eternal Faith",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13380,223,"Trinket","Extra","Insightful Ability (Charisma)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13390,223,"Trinket","Extra","Insightful Ability (Constitution)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13400,223,"Trinket","Extra","Insightful Ability (Dexterity)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13410,223,"Trinket","Extra","Insightful Ability (Intelligence)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13420,223,"Trinket","Extra","Insightful Ability (Strength)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13430,223,"Trinket","Extra","Insightful Ability (Wisdom)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13440,223,"Trinket","Extra","Insightful Magical Sheltering",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13450,223,"Trinket","Extra","Insightful Physical Sheltering",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13460,223,"Trinket","Extra","Insightful Dodge",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13470,223,"Trinket","Extra","Insightful Assassinate",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13480,223,"Trinket","Extra","Insightful Combat Mastery",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13490,223,"Trinket","Extra","Insightful Sunder",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13500,223,"Trinket","Extra","Insightful Stunning",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13510,223,"Trinket","Extra","Insightful Tendon Slice",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13520,223,"Trinket","Extra","Insightful Trip",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13530,223,"Trinket","Extra","Insightful Seeker",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13540,223,"Trinket","Extra","Insightful Deadly",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13550,223,"Trinket","Extra","Insightful Resist (Acid)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13560,223,"Trinket","Extra","Insightful Resist (Cold)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13570,223,"Trinket","Extra","Insightful Resist (Electric)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13580,223,"Trinket","Extra","Insightful Resist (Fire)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13590,223,"Trinket","Extra","Insightful Resist (Light)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13600,223,"Trinket","Extra","Insightful Resist (Negative)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13610,223,"Trinket","Extra","Insightful Resist (Poison)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13620,223,"Trinket","Extra","Insightful Resist (Sonic)",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13630,223,"Trinket","Extra","Insightful Spell Penetration",0,"2021-10-04 04:02:46",0,"2021-10-04 04:02:46"
13640,223,"Trinket","Extra","Efficient Metamagic (Empower Healing)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13650,223,"Trinket","Extra","Efficient Metamagic (Empower)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13660,223,"Trinket","Extra","Efficient Metamagic (Enlarge)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13670,223,"Trinket","Extra","Efficient Metamagic (Extend)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13680,223,"Trinket","Extra","Efficient Metamagic (Maximize)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13690,223,"Trinket","Extra","Insightful Accuracy",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13700,223,"Trinket","Extra","Insightful Disease Ward",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13710,223,"Trinket","Extra","Insightful Poison Ward",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13720,223,"Trinket","Extra","Insightful Fortification",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13730,223,"Trinket","Extra","Insightful Enchantment Resistance",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13740,223,"Trinket","Extra","Insightful Spell Saves",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13750,223,"Trinket","Extra","Skill (Perform)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13760,223,"Trinket","Extra","Insightful Skill (Balance)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13770,223,"Trinket","Extra","Insightful Skill (Bluff)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13780,223,"Trinket","Extra","Insightful Skill (Concentration)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13790,223,"Trinket","Extra","Insightful Skill (Diplomacy)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13800,223,"Trinket","Extra","Insightful Skill (Disable Device)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13810,223,"Trinket","Extra","Insightful Skill (Haggle)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13820,223,"Trinket","Extra","Insightful Skill (Heal)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13830,223,"Trinket","Extra","Insightful Skill (Hide)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13840,223,"Trinket","Extra","Insightful Skill (Intimidate)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13850,223,"Trinket","Extra","Insightful Skill (Jump)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13860,223,"Trinket","Extra","Insightful Skill (Listen)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13870,223,"Trinket","Extra","Insightful Skill (Move Silently)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13880,223,"Trinket","Extra","Insightful Skill (Open Lock)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13890,223,"Trinket","Extra","Insightful Skill (Perform)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13900,223,"Trinket","Extra","Insightful Skill (Repair)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13910,223,"Trinket","Extra","Insightful Skill (Search)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13920,223,"Trinket","Extra","Insightful Spellsight",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13930,223,"Trinket","Extra","Insightful Skill (Spot)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13940,223,"Trinket","Extra","Insightful Skill (Swim)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13950,223,"Trinket","Extra","Insightful Skill (Tumble)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13960,223,"Trinket","Extra","Insightful Spell Power (Combustion)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13970,223,"Trinket","Extra","Insightful Spell Power (Corrosion)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13980,223,"Trinket","Extra","Insightful Spell Power (Devotion)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
13990,223,"Trinket","Extra","Insightful Spell Power (Glaciation)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14000,223,"Trinket","Extra","Insightful Spell Power (Impulse)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14010,223,"Trinket","Extra","Insightful Spell Power (Magnetism)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14020,223,"Trinket","Extra","Insightful Spell Power (Nullification)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14030,223,"Trinket","Extra","Insightful Spell Power (Radiance)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14040,223,"Trinket","Extra","Insightful Spell Power (Reconstruction)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14050,223,"Trinket","Extra","Insightful Spell Power (Resonance)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14060,223,"Trinket","Extra","Insightful Illusion Resistance",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14070,223,"Trinket","Extra","Insightful Spell Resistance",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14080,223,"Trinket","Extra","Insightful Diversion",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14090,223,"Trinket","Extra","Insightful Incite",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14100,256,"Cloak","Augment 1","Yellow",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14110,257,"Cloak","Augment 1","Blue",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14120,258,"Cloak","Augment 1","Colorless",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14130,259,"Cloak","Augment 2","Yellow",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14140,260,"Cloak","Augment 2","Blue",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14150,261,"Cloak","Augment 2","Colorless",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14160,262,"Cloak","Prefix","Ability (Charisma)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14170,262,"Cloak","Prefix","Ability (Intelligence)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14180,262,"Cloak","Prefix","Ability (Wisdom)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14190,262,"Cloak","Prefix","Resist (Acid)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14200,262,"Cloak","Prefix","Resist (Cold)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14210,262,"Cloak","Prefix","Resist (Electric)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14220,262,"Cloak","Prefix","Resist (Fire)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14230,262,"Cloak","Prefix","Resist (Light)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14240,262,"Cloak","Prefix","Resist (Negative)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14250,262,"Cloak","Prefix","Resist (Poison)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14260,262,"Cloak","Prefix","Resist (Sonic)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14270,262,"Cloak","Prefix","Disease Ward",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14280,262,"Cloak","Prefix","Poison Ward",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14290,262,"Cloak","Prefix","Enchantment Resistance",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14300,262,"Cloak","Prefix","Fortitude",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14310,262,"Cloak","Prefix","Reflex",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14320,262,"Cloak","Prefix","Feather Fall",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14330,262,"Cloak","Prefix","Illusion Resistance",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14340,262,"Cloak","Prefix","Diversion",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14350,262,"Cloak","Prefix","Spell Saves",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14360,262,"Cloak","Prefix","Will",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14370,262,"Cloak","Prefix","Skill (Balance)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14380,262,"Cloak","Prefix","Skill (Hide)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14390,262,"Cloak","Prefix","Spell Resistance",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14400,262,"Cloak","Suffix","Absorption (Acid)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14410,262,"Cloak","Suffix","Absorption (Cold)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14420,262,"Cloak","Suffix","Absorption (Electricity)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14430,262,"Cloak","Suffix","Absorption (Fire)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14440,262,"Cloak","Suffix","Absorption (Sonic)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14450,262,"Cloak","Suffix","Dodge",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14460,262,"Cloak","Suffix","Natural Armor",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14470,262,"Cloak","Suffix","Insightful Resist (Acid)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14480,262,"Cloak","Suffix","Insightful Resist (Cold)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14490,262,"Cloak","Suffix","Insightful Resist (Electric)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14500,262,"Cloak","Suffix","Insightful Resist (Fire)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14510,262,"Cloak","Suffix","Insightful Resist (Light)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14520,262,"Cloak","Suffix","Insightful Resist (Negative)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14530,262,"Cloak","Suffix","Insightful Resist (Poison)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14540,262,"Cloak","Suffix","Insightful Resist (Sonic)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14550,262,"Cloak","Suffix","Skill (Diplomacy)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14560,262,"Cloak","Suffix","Skill (Intimidate)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14570,262,"Cloak","Suffix","Spellsight",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14580,287,"Cloak","Extra","Insightful Ability (Charisma)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14590,287,"Cloak","Extra","Insightful Ability (Intelligence)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14600,287,"Cloak","Extra","Insightful Ability (Wisdom)",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14610,287,"Cloak","Extra","Insightful Magical Sheltering",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
14620,287,"Cloak","Extra","Insightful Physical Sheltering",0,"2021-10-04 04:02:47",0,"2021-10-04 04:02:47"
